№;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОН;ТЕЛЕФОН;ТЕЛЕФОН;СОТОВЫЙ;EMAIL;САЙТ;X;Y
1054308298;Юридическое агентство Универсал-Гарант;Услуги;Юристы;Московская область;Москва;Ленинградский проспект 57, оф. 228;+7(495)9958730;;;;info@u-garant.ru;http://registr.u-garant.ru;55.80061;37.524444;
1172008159;Юрист 24 ч;Услуги;Юристы;Московская область;Москва;улица Маршала Катукова 19, корп.1;+7(926)6173953;;;+79299696773;;http://юрист24ч.рф;55.80855;37.411865;
1074035347;Аудиторское Бюро 2 Лайонс Солюшн и Адвокаты;Услуги;Юристы;Московская область;Москва;улица Костякова 12;+7(495)7297278;+7(499)9763815;;;info@findelo.ru;http://findelo.ru;55.816318;37.571058;
1233832503;Юрист по недвижимости;Услуги;Юристы;Московская область;Москва;1-я Тверская-Ямская улица 23;;;;+79263979139;;http://arealestatelaw.ru;55.77514;37.586616;
1188303222;Юристы на Варшавке;Услуги;Юристы;Московская область;поселок Рублево;улица Василия Ботылева 43;;;;+79057638114;;;55.803894;37.382384;
1067545510;Honest & Bright Comany Ltd;Услуги;Юристы;Московская область;Москва;улица Климашкина 8;+7(495)7758578;;;;moscow@hbcomp.co.uk;http://hbcomp.ru;55.76764;37.575905;
1149488593;Юридический консультант;Услуги;Юристы;Московская область;Москва;Дмитровское шоссе 59, корп.1;+7(495)5051439;;;;;http://a2kat.ru;55.844885;37.567635;
1172585295;Юристы на Профсоюзной;Услуги;Юристы;Московская область;Москва;улица Яблочкова 21б;;;;+79261200352;;;55.819186;37.576753;
1175670308;Юристы без галстуков;Услуги;Юристы;Московская область;Москва;Щукинская улица 42;;;;+79254173514;;;55.809469;37.464571;
1018506025;Юридический центр Старт Бизнес;Услуги;Юристы;Московская область;Москва;Новинский бульвар 1/2;+7(495)7400739;;;;info@stsbs.ru;http://stsbs.ru;55.750484;37.582179;
1020594407;Ваш адвокат;Услуги;Юристы;Московская область;Москва;площадь Тверская Застава 3;+7(495)6428681;;;;juristoon@yandex.ru;http://juristoon.ru;55.775338;37.581981;
1002583655;АвтоСуд;Услуги;Юристы;Московская область;Москва;Походный проезд 4;+7(495)9790321;;;;;http://автоюрист24.рф;55.834062;37.409954;
1058608062;Юридическая Служба Legality;Услуги;Юристы;Московская область;Москва;Бережковская набережная 4, оф. 165;+7(495)6277369;+7(495)7951023;+7(499)2406341;;legality@inbox.ru;http://legality.ru;55.740456;37.567348;
1091453675;Юридический стандарт;Услуги;Юристы;Московская область;Москва;2-й Силикатный проезд 22;+7(499)9952162;;;;info@legast.ru;http://legast.ru;55.771282;37.5054;
1024480823;Юалис;Услуги;Юристы;Московская область;Москва;Новодмитровская улица 5а, стр. 1, эт. 16;+7(495)9600782;+7(495)5852482;;;info@ualis.ru;http://ualis.ru;55.806515;37.587892;
1216299642;Частный юрист Ильин Антон;Услуги;Юристы;Московская область;Москва;3-й Митинский переулок 1, корп.1;;;;+79175642483;IlinAnton2003@gmail.com;http://urist-ilinanton.ru;55.849408;37.35089;
1037795660;Объединенные юристы и регистраторы;Услуги;Юристы;Московская область;Москва;улица Бутырский Вал 68/70, стр. 2;+7(495)6263040;+7(495)7770894;+7(495)7770895;;info@unit-registr.ru;;55.789062;37.588817;
1268348976;Юридическая компания Свой ЮристЪ;Услуги;Юристы;Московская область;Москва;Садовая-Кудринская улица 26;;;;+79857893307;info@svoy-yurist.ru;http://svoy-yurist.ru;55.763103;37.588898;
1216684782;Юрист Петров Алексей Владимирович;Услуги;Юристы;Московская область;Москва;Карамышевская набережная 2/1, оф. 27;;;;+79250924266;laws-moscow2013@yandex.ru;http://laws-moscow.ru;55.770041;37.485484;
1071186668;АвтоСуд;Услуги;Юристы;Московская область;Москва;Новолесная улица 18, корп.2, оф. 1;+7(495)9790321;+7(495)9430695;;;info@avtosud.ru;http://avtosud.ru;55.783959;37.590003;
1050483230;Легикон-Право;Услуги;Юристы;Московская область;Москва;Поклонная улица 4, стр. 1;+7(495)9214527;+7(499)2496382;;;info@legicon.ru;http://legicon.ru;55.7373;37.533024;
1261680676;Юалис;Услуги;Юристы;Московская область;Москва;Сходненская улица 7, эт. 2;+7(495)7826044;;;;;http://ualis.ru;55.838799;37.437622;
1104353594;Центр Социальных Услуг Юрист;Услуги;Юристы;Московская область;Москва;Ленинградское шоссе 8/2, стр. 1;+7(499)1564455;;;;;;55.816591;37.50169;
1042543356;Юрист Архипов А.Л.;Услуги;Юристы;Московская область;Москва;5-я Магистральная улица 8;+7(495)9400501;;;+79262331524;a.arkhipov@advokatymoscow.ru;http://pravoru.ru;55.771717;37.525756;
1076312342;Центральная юридическая компания;Услуги;Юристы;Московская область;Москва;Большой Саввинский переулок 4, оф. 215;+7(495)9740109;+7(499)2484722;+7(499)2484901;;info@centcom.ru;http://centcom.ru;55.735495;37.568902;
1237968793;ФандЛекс;Услуги;Юристы;Московская область;Москва;тупик Магистральный 1-й 5а;+7(495)2588426;;;;;http://fundlex.ru;55.766126;37.531954;
1203506609;Strong will;Услуги;Юристы;Московская область;Москва;шоссе Волоколамское 73;+7(495)7803557;;;;info@swill.ru;http://swill.ru;55.824309;37.429303;
1195006740;Арцингер и Партнеры;Услуги;Юристы;Московская область;Москва;улица Смоленская 7;+7(499)7951050;+7(499)2416968;;;;http://arzinger.ru;55.745199;37.578352;
1223439720;Центр консультаций форума риэлторов Москвы;Услуги;Юристы;Московская область;Москва;Рочдельская улица 15;+7(495)2550538;;;;;http://moscowfr.ru;55.7568;37.56475;
1120792397;Компания Призывник;Услуги;Юристы;Московская область;Москва;Красная Пресня улица 28, стр. 2, эт. 5;+7(495)6468061;;;;moskva@sluzhba.net;http://sluzhba.net;55.762581;37.56874;
1016803780;Юрист Туманова А.В.;Услуги;Юристы;Московская область;Москва;улица Маршала Бирюзова 7, оф. 64;;;;+79645701332;lawyer-accountant@ya.ru;http://lawyer-accountant.ru;55.790879;37.497513;
1221501756;Юридический центр Магистр;Услуги;Юристы;Московская область;Москва;улица Новый арбат 25, под. 3;+7(495)7209217;;;;7209217@mail.ru;http://centr-magistr.com;55.75069;37.58157;
1238983822;Юридическая фирма BBH Legal;Услуги;Юристы;Московская область;Москва;улица 1-я Брестская 29;+7(495)5804805;;;;;http://bbhlegal.ru;55.771535;37.591045;
1079871578;Качество и право;Услуги;Юристы;Московская область;Москва;2-й Неопалимовский переулок 3/1;+7(495)7203597;;;;;http://juristneed.ru;55.739336;37.582484;
1047041578;Правовая система гарантий Основа;Услуги;Юристы;Московская область;Москва;Барклая улица 6, стр. 5;+7(495)3642444;;;;3642444@mail.ru;http://osnova-pravo.ru;55.73925;37.508229;
